사용일,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원
201509,경인선,부개,260371,237953,59597,57462
201509,경인선,간석,157436,147715,43705,42397
201509,경인선,도원,87531,90494,33726,34542
201509,경인선,온수,184111,171982,42161,41587
201509,경인선,중동,239421,220322,62645,61861
201509,경인선,도화,82575,72498,32102,30654
201509,경원선,이촌,113168,83065,29328,23458
201509,경원선,서빙고,50977,51094,16460,16170
201509,경원선,한남,97401,95870,33540,31511
201509,경원선,옥수,1523,1032,139,74
201509,경원선,응봉,40441,33683,18064,16500
201509,경원선,왕십리,435821,455460,55489,58663
201509,경원선,청량리(지상),317591,365547,134499,147035
201509,경원선,외대앞,324089,299973,56481,55410
201509,경원선,신이문,225829,192528,63918,62678
201509,경원선,석계,281721,302596,62174,66339
201509,경원선,광운대,261746,239901,51424,50681
201509,경원선,월계,146275,133087,50355,48351
201509,경원선,녹천,115831,90543,37218,34633
201509,경원선,창동,6,0,0,0
201509,경원선,방학,202014,190933,98666,97413
201509,경원선,도봉,129194,120042,67994,67749
201509,경원선,도봉산,90245,83230,58716,57945
201509,경원선,망월사,208243,208981,62635,64507
201509,경원선,회룡,278728,258241,130628,130290
201509,경원선,의정부,575551,608784,120276,122652
201509,경원선,가능,178242,164194,61442,61251
201509,경원선,녹양,122422,105832,32460,29923
201509,경원선,양주,239784,208926,56368,54473
201509,경원선,덕계,50631,47181,17901,18158
201509,경원선,덕정,195625,183974,35326,35615
201509,경원선,지행,178837,177680,42339,42037
201509,경원선,동두천 중앙,85629,81504,37702,38019
201509,경원선,보산,48608,45249,14238,13513
201509,경원선,동두천,49545,60305,19377,30161
201509,경원선,소요산,69461,53513,79086,66630
201509,안산선,산본,440696,473360,94355,96734
201509,안산선,대야미,101553,90720,23490,22424
201509,안산선,반월,132512,120277,28765,28478
201509,안산선,상록수,580955,566084,83250,83856
201509,안산선,한대앞,264923,258596,38865,39019
201509,1호선,서울역,1551005,1394245,220758,205378
201509,1호선,시청,596008,598763,96579,95842
201509,1호선,종각,1096919,1051591,141919,134153
201509,1호선,종로3가,681715,633118,345180,316257
201509,1호선,종로5가,502095,520277,248363,239725
201509,1호선,동대문,341314,401036,130323,136647
201509,1호선,신설동,362680,353456,118071,113435
201509,1호선,제기동,268854,267216,323806,344619
201509,1호선,청량리(지하),553427,575512,342181,350112
201509,1호선,동묘앞,156375,172742,132703,132649
201509,2호선,시청,638717,627569,59384,55923
201509,2호선,을지로입구,1298526,1302678,112803,105633
201509,2호선,을지로3가,468979,453281,84999,81913
201509,2호선,을지로4가,269088,268223,97479,96250
201509,2호선,동대문역사문화공원,451070,528861,52824,58007
201509,2호선,신당,325705,342223,102129,102613
201509,2호선,상왕십리,254878,236296,56910,57707
201509,2호선,왕십리(성동구청),535477,438082,55958,47852
201509,2호선,한양대,353848,424284,14922,16050
201509,2호선,뚝섬,371336,394270,62866,63045
201509,2호선,성수,585266,649633,94906,97570
201509,2호선,건대입구,1197986,1318206,91695,95653
201509,2호선,구의,569234,552084,103994,105307
201509,2호선,강변,1366763,1362399,145412,144353
201509,2호선,잠실나루,435462,415971,81261,82082
201509,2호선,잠실,2111101,1934210,189874,176976
201509,2호선,신천,635599,622038,106781,103981
201509,2호선,종합운동장,463531,523935,55977,59475
201509,2호선,삼성,1392551,1459858,116639,110902
201509,2호선,선릉,1335392,1149606,188791,163813
201509,2호선,역삼,1100472,1240890,147690,151735
201509,2호선,강남,2559307,2621178,151439,135959
201509,2호선,교대,903236,1006417,154347,168432
201509,2호선,서초,567204,582237,77337,78180
201509,2호선,방배,547044,558253,76343,75350
201509,2호선,사당,1087150,1235983,185366,173979
201509,2호선,낙성대,771550,735555,109489,109757
201509,2호선,서울대입구,1335938,1308199,205031,198550
201509,2호선,봉천,533083,475911,140848,141179
201509,2호선,신림,1846460,1782994,236566,240987
201509,2호선,신대방,662067,619334,124643,127397
201509,2호선,구로디지털단지,1629699,1635677,148836,151538
201509,2호선,대림,774134,808921,109844,114925
201509,2호선,신도림,1638248,1637042,190749,184145
201509,2호선,문래,462683,471140,79918,78769
201509,2호선,영등포구청,501866,505836,101449,98637
201509,2호선,당산,582100,649687,67356,72077
201509,2호선,합정,862152,892712,73387,71039
201509,2호선,홍대입구,1900085,2057473,114739,111781
201509,2호선,신촌,1304749,1343118,140364,138625
201509,2호선,이대,583879,628839,76145,79116
201509,2호선,아현,227971,214376,60759,59783
201509,2호선,충정로,268487,296151,52072,52310
201509,2호선,용답,58475,59695,15758,15765
201509,2호선,신답,29568,34028,10662,11543
201509,2호선,신설동,73919,71147,30012,30842
201509,2호선,도림천,21096,24388,6079,6893
201509,2호선,양천구청,163542,171992,44882,45602
201509,2호선,신정네거리,250857,246670,62394,62984
201509,2호선,용두,41455,43363,22199,24222
201509,3호선,지축,27061,27260,13451,15274
201509,3호선,구파발,425600,342635,84795,76377
201509,3호선,연신내,969794,899484,239346,231203
201509,3호선,불광,420164,452148,138160,151664
201509,3호선,녹번,353609,295529,78766,78492
201509,3호선,홍제,451733,415571,146852,145360
201509,3호선,무악재,89781,86800,33347,36061
201509,3호선,독립문,157570,162684,72774,72236
201509,3호선,경복궁,621011,673296,88309,86247
201509,3호선,안국,630327,693111,120117,129815
201509,3호선,종로3가,170015,239687,71215,78932
201509,3호선,을지로3가,191981,230527,55031,55212
201509,3호선,충무로,36,0,4,0
201509,3호선,동대입구,302047,348080,36832,38632
201509,3호선,약수,332575,315619,85136,82990
201509,3호선,금호,177453,158793,50439,48978
201509,3호선,옥수,241425,247829,55981,56905
201509,3호선,압구정,838434,938497,141364,140943
201509,3호선,신사,786139,880614,72632,69927
201509,3호선,잠원,130821,125985,31534,31026
201509,3호선,고속터미널,1405079,1498888,168084,167661
201509,3호선,교대,333398,252376,61080,42125
201509,3호선,남부터미널,921166,964871,123942,125053
201509,3호선,양재,1032089,1106228,156773,158011
201509,3호선,매봉,277144,264697,54246,49561
201509,3호선,도곡,178131,166818,26860,22413
201509,3호선,대치,276515,257717,56458,53727
201509,3호선,학여울,61978,64548,13829,13509
201509,3호선,대청,253775,220395,47481,44965
201509,3호선,일원,205912,210451,56455,57041
201509,3호선,수서,268251,277154,79683,78250
201509,3호선,가락시장,189896,174599,61593,59507
201509,3호선,경찰병원,170109,167082,34423,34805
201509,3호선,오금,167748,146668,23362,22059
201509,4호선,당고개,304839,280272,92132,91756
201509,4호선,상계,524378,459688,112929,111007
201509,4호선,노원,590119,673259,87973,85555
201509,4호선,창동,697114,762440,177311,185410
201509,4호선,쌍문,810089,675203,158299,151443
201509,4호선,수유(강북구청),1118790,1071862,241126,240028
201509,4호선,미아,438663,389209,128505,127228
201509,4호선,미아사거리,799536,762486,183315,182661
201509,4호선,길음,716979,680233,141912,144089
201509,4호선,성신여대입구,707524,638764,100867,96459
201509,4호선,한성대입구,441762,415422,80293,78766
201509,4호선,혜화,1089855,1155982,124653,125247
201509,4호선,동대문,552383,572126,138917,130996
201509,4호선,동대문역사문화공원,565037,525186,61160,55417
201509,4호선,충무로,830272,865234,123708,126037
201509,4호선,명동,1083834,1185765,69218,71112
201509,4호선,회현,620591,679451,181812,181132
201509,4호선,서울역,287570,543420,37980,50789
201509,4호선,숙대입구,467844,461630,58801,55901
201509,4호선,삼각지,111856,144975,28825,31875
201509,4호선,신용산,328844,353128,51142,51584
201509,4호선,이촌,209098,241907,41682,45701
201509,4호선,동작,64724,70293,20227,20174
201509,4호선,총신대입구,517003,579015,133483,140943
201509,4호선,사당,869512,675334,90906,92262
201509,안산선,중앙,471313,502148,56238,54696
201509,안산선,고잔,245853,242117,35342,34133
201509,안산선,초지,140074,137427,19181,18639
201509,안산선,안산,526316,480892,43758,40997
201509,안산선,신길온천,46195,42022,9485,9162
201509,안산선,정왕,282149,295410,23740,25382
201509,안산선,오이도,216732,211538,28645,27983
201509,안산선,수리산,111709,85150,32205,30249
201509,과천선,선바위,227409,189524,32262,31052
201509,과천선,경마공원,136442,140454,54541,54629
201509,과천선,대공원,160424,165486,50700,52827
201509,과천선,과천,131289,109560,35404,33898
201509,과천선,정부과천청사,289037,286079,61179,58763
201509,과천선,인덕원,615791,612566,92410,95311
201509,과천선,평촌,372493,363282,55984,56422
201509,과천선,범계,822108,828882,101706,100396
201509,분당선,선릉,207922,433067,24800,40961
201509,분당선,한티,324380,342785,59023,60025
201509,분당선,도곡,139645,150175,33732,35244
201509,분당선,구룡,46670,43787,17327,17905
201509,분당선,개포동,92270,91943,21190,20791
201509,분당선,대모산입구,88080,78009,29201,29192
201509,분당선,수서,194663,199868,44907,47426
201509,분당선,복정,3,0,0,0
201509,분당선,수원,261575,170940,23016,13381
201509,분당선,서울숲,156019,151502,21956,21002
201509,분당선,압구정로데오,359775,416570,35225,33540
201509,분당선,강남구청,200577,236921,35063,37385
201509,분당선,선정릉,172601,196092,33621,34642
201509,분당선,가천대,305034,349029,23356,25520
201509,분당선,태평,345146,322496,78504,81549
201509,분당선,모란,578503,530151,155895,171090
201509,분당선,야탑,661406,700729,140976,139154
201509,분당선,서현,618085,644172,119351,117989
201509,분당선,수내,310097,314465,73681,73725
201509,분당선,정자,395740,434389,79647,77343
201509,분당선,미금,495498,522465,129594,143935
201509,분당선,오리,366320,307266,99487,85916
201509,분당선,이매,121538,114635,33775,32374
201509,분당선,보정,61552,46476,24422,22720
201509,분당선,죽전,560972,607556,128862,136870
201509,분당선,구성,122198,117938,38888,38373
201509,분당선,신갈,104462,99348,28628,27825
201509,분당선,기흥,217149,205211,29666,29253
201509,분당선,상갈,128843,122171,29059,27138
201509,분당선,청명,111835,103020,15649,15678
201509,분당선,영통,239368,245984,24008,24045
201509,분당선,망포,319436,289114,24225,23459
201509,분당선,매탄권선,114178,103844,12232,11764
201509,분당선,수원시청,260109,296298,29546,29596
201509,분당선,매교,63135,60945,15372,15482
201509,일산선,원흥,124075,104954,31728,28997
201509,일산선,지축,1,0,0,0
201509,일산선,삼송,292939,271359,71295,70737
201509,일산선,원당,291069,269616,86375,85864
201509,일산선,화정,456916,475617,128317,131298
201509,일산선,대곡,34396,24501,11381,10248
201509,일산선,백석,244108,236884,70182,68640
201509,일산선,마두,172885,181405,74842,77950
201509,일산선,정발산,206439,226510,55322,51651
201509,일산선,주엽,185739,188671,96591,100100
201509,일산선,대화,354795,271376,89780,81808
201509,중앙선,회기,779643,763545,126381,126115
201509,중앙선,중랑,128483,118714,50643,49871
201509,중앙선,상봉,130937,128040,36415,33833
201509,중앙선,망우,175738,169615,64012,64788
201509,중앙선,양원,46193,49853,16800,16866
201509,중앙선,구리,327337,344916,78132,80015
201509,중앙선,도농,215942,185882,54462,51152
201509,중앙선,양정,18468,15458,8540,7878
201509,중앙선,덕소,146811,148088,48889,49312
201509,중앙선,도심,59238,46990,20633,19979
201509,중앙선,팔당,25102,25587,7895,7344
201509,중앙선,운길산,31606,28135,11148,10983
201509,중앙선,양수,47602,47191,19574,19890
201509,중앙선,신원,6271,4932,4752,4035
201509,중앙선,국수,20615,19270,9038,9101
201509,중앙선,아신,22679,22948,7108,7044
201509,중앙선,오빈,6731,6720,3869,3787
201509,중앙선,양평,88429,87960,34936,35614
201509,중앙선,원덕,7942,7073,5531,5395
201509,중앙선,용문,56597,55597,48450,47408
201509,장항선,봉명,31911,31185,13524,12922
201509,장항선,쌍용동,78907,73404,14928,14563
201509,장항선,아산,73404,63320,7521,7050
201509,장항선,배방,22213,20922,6820,6680
201509,장항선,온양온천,102839,103421,55111,55888
201509,장항선,신창,81314,80134,7975,7703
201509,경의선,서울역,83680,86988,12523,13040
201509,경의선,신촌,22394,28993,3416,3962
201509,경의선,공덕,41081,49873,8157,9053
201509,경의선,서강대,54845,56591,8078,7562
201509,경의선,홍대입구,37345,53261,3692,4802
201509,경의선,가좌,62543,58280,33664,34727
201509,경의선,디지털미디어시티,58876,54014,9287,9286
201509,경의선,수색,43155,46424,16861,17680
201509,경의선,화전,81229,78030,8423,8327
201509,경의선,강매,55871,47266,13570,12751
201509,경의선,행신,180702,168658,32122,32058
201509,경의선,능곡,85566,75878,27512,27089
201509,경의선,곡산,11622,11313,4957,4821
201509,경의선,백마,166482,151199,30623,30008
201509,경의선,풍산,107064,99032,25803,26077
201509,경의선,일산,225634,216807,53963,54406
201509,경의선,탄현,203812,192877,38801,38354
201509,경의선,운정,138104,122587,33369,31870
201509,경의선,금릉,119043,115424,22853,22587
201509,경의선,금촌,176658,168363,40691,41091
201509,경의선,월롱,63024,71079,8297,8897
201509,경의선,파주,48585,35850,7551,6474
201509,경의선,문산,149840,147670,46644,46687
201509,경춘선,신내,13950,16775,6356,6188
201509,경춘선,갈매,7945,8723,5340,5040
201509,경춘선,별내,53775,51224,14459,13741
201509,경춘선,퇴계원,85025,74082,23024,22142
201509,경춘선,사릉,94027,87079,18067,18202
201509,경춘선,금곡,31930,30560,14589,14061
201509,경춘선,평내호평,133665,129952,38827,36374
201509,경춘선,천마산,24035,22563,12037,12024
201509,경춘선,마석,83027,88928,29365,30701
201509,경춘선,대성리,24243,24094,5672,5105
201509,경춘선,청평,54075,52186,16328,16193
201509,경춘선,상천,10893,9374,7158,7005
201509,경춘선,가평,64369,66577,15352,15106
201509,경춘선,굴봉산,5870,5714,2249,2251
201509,경춘선,백양리,3569,3196,1315,1282
201509,경춘선,강촌,26178,21324,5470,5337
201509,경춘선,김유정,13099,15988,3801,4023
201509,경춘선,남춘천,82195,86422,23203,24966
201509,경춘선,춘천,66294,59156,20308,16626
201509,수인선,달월,1664,1342,1022,621
201509,수인선,월곶,61952,55619,12841,12802
201509,수인선,소래포구,118531,113724,59687,58237
201509,수인선,인천논현,123381,128270,23569,23090
201509,수인선,호구포,68668,70538,12090,12056
201509,수인선,남동인더스파크,47453,51816,3635,3595
201509,수인선,원인재,95669,102170,19305,19832
201509,수인선,연수,88625,83615,17414,17213
201509,수인선,송도,94817,96276,17090,17888
201509,5호선,방화,166484,157912,43514,42398
201509,5호선,개화산,136559,125092,32731,30967
201509,5호선,김포공항,187683,166657,25024,23582
201509,5호선,송정,243913,232793,62214,65321
201509,5호선,마곡,76152,60132,13268,12316
201509,5호선,발산,260309,258034,50714,48440
201509,5호선,우장산,392091,377697,72085,74172
201509,5호선,화곡,702275,637259,129265,123874
201509,5호선,까치산,710707,656056,140072,140132
201509,5호선,신정,364160,277414,54274,53142
201509,5호선,목동,464023,487627,77553,79054
201509,5호선,오목교,663487,720577,77703,75789
201509,5호선,양평,143803,143287,26160,26164
201509,5호선,영등포구청,77363,78158,17681,17959
201509,5호선,영등포시장,150776,168647,68514,69500
201509,5호선,신길,76025,87425,10621,11522
201509,5호선,여의도,553070,632360,48977,48290
201509,5호선,여의나루,304542,323917,30075,29824
201509,5호선,마포,351600,370642,60942,60777
201509,5호선,공덕,317640,341173,43908,40256
201509,5호선,애오개,153747,154676,37715,35914
201509,5호선,충정로,115996,122992,15768,16841
201509,5호선,서대문,418563,431702,68148,65468
201509,5호선,광화문,891696,955108,79217,78336
201509,5호선,종로3가,254061,254895,110290,116447
201509,5호선,을지로4가,99535,112294,35775,34626
201509,5호선,동대문역사문화공원,68693,84146,10243,11442
201509,5호선,청구,92100,89378,25998,21512
201509,5호선,신금호,118508,116822,32951,38331
201509,5호선,행당,193237,164249,46019,41552
201509,5호선,왕십리(성동구청),117999,148603,24126,23521
201509,5호선,마장,141780,138192,44896,44603
201509,5호선,답십리,387004,347372,77817,75351
201509,5호선,장한평,428332,426088,91445,92211
201509,5호선,군자,265548,291154,33942,37787
201509,5호선,아차산,347635,325757,85909,79034
201509,5호선,광나루,375302,332977,63427,60480
201509,5호선,천호,463601,502727,135213,146688
201509,5호선,강동,464119,383421,85305,77143
201509,5호선,길동,154633,160899,51865,53675
201509,5호선,굽은다리,218792,207465,57958,53315
201509,5호선,명일,181635,179061,56603,57675
201509,5호선,고덕,188106,185116,55644,53411
201509,5호선,상일동,262869,212149,61846,59148
201509,5호선,둔촌동,302189,295361,71988,75042
201509,5호선,올림픽공원,202727,210016,34270,28682
201509,5호선,방이,160124,161288,36829,36665
201509,5호선,오금,91803,92553,15959,15918
201509,5호선,개롱,157469,154955,39525,39821
201509,5호선,거여,159454,147869,46405,43775
201509,5호선,마천,121996,119249,49477,52616
201509,6호선,응암,407924,385796,99282,98377
201509,6호선,역촌,75387,95153,31667,30742
201509,6호선,불광,124469,126203,35731,28548
201509,6호선,독바위,64100,67669,20015,23784
201509,6호선,연신내,27,0,0,0
201509,6호선,구산,184929,118070,51751,51562
201509,6호선,새절,329723,307030,76666,78364
201509,6호선,증산,238247,223935,65993,64830
201509,6호선,디지털미디어시티,376466,414916,60160,60241
201509,6호선,월드컵경기장,175572,195491,57858,58416
201509,6호선,마포구청,315644,269892,78325,72791
201509,6호선,망원,263436,276516,78309,82353
201509,6호선,합정,336818,320924,35693,34449
201509,6호선,상수,268051,325925,21409,22008
201509,6호선,광흥창,212802,203667,58210,56438
201509,6호선,대흥,200774,214742,41931,42327
201509,6호선,공덕,436493,429450,68468,65111
201509,6호선,효창공원앞,185451,178062,45247,43942
201509,6호선,삼각지,198302,156821,18651,15215
201509,6호선,녹사평(용산구청),199577,218486,21840,21164
201509,6호선,이태원,417671,486560,36035,38304
201509,6호선,한강진,165906,203732,13545,13357
201509,6호선,버티고개,61095,54089,14057,15788
201509,6호선,약수,80788,82228,22068,19670
201509,6호선,청구,88111,89767,18081,21018
201509,6호선,신당,185557,194112,33576,32945
201509,6호선,동묘앞,195749,198938,61882,57655
201509,6호선,창신,81063,67957,16552,15748
201509,6호선,보문,209766,181159,36915,34751
201509,6호선,안암,395009,402196,29309,28484
201509,6호선,고려대,267389,259840,34862,34876
201509,6호선,월곡,321165,295240,65300,65163
201509,6호선,상월곡,156069,143339,36017,35110
201509,6호선,돌곶이,222127,196601,54416,54028
201509,6호선,석계,319660,326755,68594,70091
201509,6호선,태릉입구,124216,156546,24254,24465
201509,6호선,화랑대,350997,254673,43197,39322
201509,6호선,봉화산(서울의료원),219816,202148,47301,46515
201509,7호선,장암,68820,24550,10051,6640
201509,7호선,도봉산,296672,276332,65197,64358
201509,7호선,수락산,324971,308755,88221,88058
201509,7호선,마들,275893,245337,69926,68245
201509,7호선,노원,489797,548300,101024,103075
201509,7호선,중계,370939,331145,87473,85048
201509,7호선,하계,493102,460980,98070,92220
201509,7호선,공릉,314210,309316,63071,63696
201509,7호선,태릉입구,232022,221000,35908,32082
201509,7호선,먹골,244165,230242,52316,52742
201509,7호선,중화,285214,265206,56364,55459
201509,7호선,상봉,435780,407450,69239,65608
201509,7호선,면목,398412,377788,76560,77784
201509,7호선,사가정,386255,370701,85190,83913
201509,7호선,용마산,149184,137263,34070,36886
201509,7호선,중곡,240690,212303,57636,58529
201509,7호선,군자,345272,251938,71446,54685
201509,7호선,어린이대공원,462972,475002,43282,41717
201509,7호선,건대입구,434397,477998,46391,43053
201509,7호선,뚝섬유원지,268307,254768,43411,43236
201509,7호선,청담,517152,609132,68732,67123
201509,7호선,강남구청,396106,440215,46915,47758
201509,7호선,학동,554916,627969,62626,60188
201509,7호선,논현,503275,557955,49285,49252
201509,7호선,반포,150014,142686,28686,27505
201509,7호선,고속터미널,558879,474902,72848,63211
201509,7호선,내방,338709,349755,59108,57493
201509,7호선,이수,406071,408190,74222,71174
201509,7호선,남성,269865,242905,63731,64581
201509,7호선,숭실대입구,442414,430770,57571,59345
201509,7호선,상도,283919,275344,59135,56697
201509,7호선,장승배기,235569,224096,70438,71544
201509,7호선,신대방삼거리,371059,342376,86827,87426
201509,7호선,보라매,235548,236528,42451,41331
201509,7호선,신풍,278644,260637,63702,64488
201509,7호선,대림,287063,286910,33278,32345
201509,7호선,남구로,407617,422554,57076,58544
201509,7호선,가산디지털단지,1045001,1057688,68418,65330
201509,7호선,철산,618875,622733,91619,90979
201509,7호선,광명사거리,667588,635392,137947,139886
201509,7호선,천왕,188306,170639,40071,39256
201509,7호선,온수,294097,278122,30534,30607
201509,7호선,까치울,158547,139048,21148,20875
201509,7호선,부천종합운동장,146083,132006,16181,15967
201509,7호선,춘의,201356,195521,23241,22249
201509,7호선,신중동,361414,363550,42016,40493
201509,7호선,부천시청,314859,323574,37785,37393
201509,7호선,상동,350696,365682,39020,38900
201509,7호선,삼산체육관,138837,125088,21135,20645
201509,7호선,굴포천,218905,224309,29129,29152
201509,7호선,부평구청,324989,250231,27241,24165
201509,8호선,암사,409384,350902,80760,80224
201509,8호선,천호,463588,513855,86870,77673
201509,8호선,강동구청,235316,240774,56364,56936
201509,8호선,몽촌토성,186738,207003,41111,40911
201509,8호선,잠실,270983,326625,50389,46371
201509,8호선,석촌,194379,204891,54633,54771
201509,8호선,송파,118598,119624,32446,32673
201509,8호선,가락시장,137561,168095,44488,45464
201509,8호선,문정,142374,133413,27362,26754
201509,8호선,장지,327725,318141,49292,46434
201509,8호선,복정,206857,148780,31526,27747
201509,8호선,산성,178509,169860,39861,43517
201509,8호선,남한산성입구,375030,345925,71702,68244
201509,8호선,단대오거리,319639,288468,66887,59472
201509,8호선,신흥,108823,110499,45816,46343
201509,8호선,수진,109232,96915,36251,34822
201509,8호선,모란,87291,69445,50899,36288
201509,9호선,개화,161757,95166,33388,25286
201509,9호선,김포공항,237859,290443,16804,18802
201509,9호선,공항시장,64224,71548,19867,21736
201509,9호선,신방화,181941,172511,38483,38413
201509,9호선,마곡나루,47853,43570,7328,7302
201509,9호선,양천향교,168528,166333,36120,35500
201509,9호선,가양,464646,446081,110865,107672
201509,9호선,증미,166826,169854,39413,40187
201509,9호선,등촌,228823,220184,76118,76923
201509,9호선,염창,387683,375310,53836,53323
201509,9호선,신목동,102506,87909,16142,15223
201509,9호선,선유도,160627,161410,24181,24083
201509,9호선,당산,422292,394567,54811,50154
201509,9호선,국회의사당,347210,358804,47516,41961
201509,9호선,여의도,469650,456882,35113,31896
201509,9호선,샛강,119473,128816,22360,21945
201509,9호선,노량진,837477,885275,120839,127378
201509,9호선,노들,113922,91681,28328,26131
201509,9호선,흑석(중앙대입구),284521,287061,52228,52965
201509,9호선,동작,52543,38633,13582,11507
201509,9호선,구반포,72801,77404,22015,22517
201509,9호선,신반포,73900,73200,20937,21389
201509,9호선,고속터미널,416142,475697,47175,49577
201509,9호선,사평,65550,59636,13526,13389
201509,9호선,신논현,769422,763082,45258,42918
201509,공항철도 1호선,서울역,271455,227659,32728,28309
201509,공항철도 1호선,공덕,34142,39224,6094,5902
201509,공항철도 1호선,홍대입구,218156,199034,16021,13875
201509,공항철도 1호선,디지털미디어시티,282705,241229,18874,17320
201509,공항철도 1호선,김포공항,252271,169065,16001,12411
201509,공항철도 1호선,계양,288353,264652,28852,27353
201509,공항철도 1호선,검암,454857,414371,41996,40881
201509,공항철도 1호선,청라국제도시,122601,114304,8588,8601
201509,공항철도 1호선,운서,142365,144477,30064,30276
201509,공항철도 1호선,공항화물청사,59117,63094,7898,7540
201509,공항철도 1호선,인천국제공항,314697,302646,35050,33720
201509,9호선2단계,언주,160692,159116,18178,16967
201509,9호선2단계,선정릉,137422,143466,13935,13365
201509,9호선2단계,삼성중앙,96376,100232,14427,13729
201509,9호선2단계,봉은사,232359,218194,23595,21721
201509,9호선2단계,종합운동장,116996,94021,10161,8366
201510,경춘선,굴봉산,6591,6275,2214,2240
201510,경춘선,백양리,4654,4575,1515,1499
201510,경춘선,강촌,32475,25590,6382,6048
201510,경춘선,김유정,16465,21990,4462,4928
201510,경춘선,남춘천,87785,90145,26266,29525
201510,경춘선,춘천,73663,64959,25296,19432
201510,수인선,달월,1715,1415,1032,602
201510,수인선,월곶,67136,60668,13767,13876
201510,수인선,소래포구,142592,138247,84601,82529
201510,수인선,인천논현,133942,139720,25738,25491
201510,수인선,호구포,72689,75200,13218,13206
201510,수인선,남동인더스파크,49043,53042,3792,3759
201510,수인선,원인재,104339,111507,21077,21836
201510,수인선,연수,93999,89533,18907,18596
201510,수인선,송도,102471,103025,19339,19993
201510,5호선,방화,181547,171061,46907,45705
201510,5호선,개화산,145570,134227,35107,33225
201510,5호선,김포공항,202192,176750,27784,26940
201510,5호선,송정,259927,246641,69143,72922
201510,5호선,마곡,83969,67283,15133,14079
201510,5호선,발산,301822,300865,59097,56673
201510,5호선,우장산,419748,402137,78035,80408
201510,5호선,화곡,761306,690632,140694,136005
201510,5호선,까치산,762823,703441,153401,152368
201510,5호선,신정,391897,297683,58771,57698
201510,5호선,목동,500560,528812,85678,87661
201510,5호선,오목교,704379,766358,87909,86005
201510,5호선,양평,155405,155288,28649,28737
201510,5호선,영등포구청,83816,84938,19574,19435
201510,5호선,영등포시장,168269,186762,74657,75736
201510,5호선,신길,84130,96104,10883,11596
201510,5호선,여의도,644590,715412,57188,56058
201510,5호선,여의나루,332031,425519,33947,35313
201510,5호선,마포,401831,418484,68310,68146
201510,5호선,공덕,350753,374484,48613,44668
201510,5호선,애오개,168236,168298,40669,39144
201510,5호선,충정로,123130,129623,17246,18168
201510,5호선,서대문,461524,478734,74696,71675
201510,5호선,광화문,1004028,1069459,90927,90626
201510,5호선,종로3가,283562,281132,119760,125825
201510,5호선,을지로4가,109942,125962,38699,37188
201510,5호선,동대문역사문화공원,73789,91272,10636,11968
201510,5호선,청구,99591,97511,28067,23677
201510,5호선,신금호,128570,126737,35220,40613
201510,5호선,행당,208704,178086,49727,45013
201510,5호선,왕십리(성동구청),127494,160931,26616,26430
201510,5호선,마장,149975,146038,45718,45332
201510,5호선,답십리,419975,376940,85400,83193
201510,5호선,장한평,469402,467015,101145,102342
201510,5호선,군자,295796,321885,37187,39893
201510,5호선,아차산,380971,359485,93681,87124
201510,5호선,광나루,418888,372869,70804,66968
201510,5호선,천호,511799,548328,154031,165310
201510,5호선,강동,514307,420635,96744,86400
201510,5호선,길동,168430,174813,57362,58554
201510,5호선,굽은다리,234833,221396,64128,59401
201510,5호선,명일,196538,194177,61913,62623
201510,5호선,고덕,201749,199095,61009,58490
201510,5호선,상일동,287382,233552,66631,64225
201510,5호선,둔촌동,331960,325666,78758,82308
201510,5호선,올림픽공원,216833,217979,36666,31449
201510,5호선,방이,170569,173081,40712,40417
201510,5호선,오금,100665,100973,17439,17209
201510,5호선,개롱,170801,168024,42983,43508
201510,5호선,거여,171873,160026,50609,47914
201510,5호선,마천,132515,130126,54017,57504
201510,6호선,응암,440921,418037,110212,108936
201510,6호선,역촌,81630,103908,35080,34431
201510,6호선,불광,135940,138706,38918,31434
201510,6호선,독바위,68588,73841,21065,25390
201510,6호선,연신내,23,0,2,0
201510,6호선,구산,198563,126134,56473,56301
201510,6호선,새절,355071,330461,84114,85393
201510,6호선,증산,256463,242282,73049,72276
201510,6호선,디지털미디어시티,408485,438516,66449,66921
201510,6호선,월드컵경기장,366027,394814,118883,116992
201510,6호선,마포구청,350553,295453,89397,82246
201510,6호선,망원,285694,298938,85239,89594
201510,6호선,합정,378266,361922,40557,38155
201510,6호선,상수,296994,361952,23455,24198
201510,6호선,광흥창,231241,221326,63182,61237
201510,6호선,대흥,218658,232313,45815,46351
201510,6호선,공덕,482480,472400,76955,72964
201510,6호선,효창공원앞,204517,195817,48977,47735
201510,6호선,삼각지,237335,184200,22569,17674
201510,6호선,녹사평(용산구청),242007,264609,25594,24924
201510,6호선,이태원,505706,615053,40592,43176
201510,6호선,한강진,182359,220819,14375,14565
201510,6호선,버티고개,66563,59176,15436,17271
201510,6호선,약수,88021,89240,24083,21682
201510,6호선,청구,96817,99194,20082,23224
201510,6호선,신당,218585,223021,38040,36734
201510,6호선,동묘앞,217587,218939,69386,63501
201510,6호선,창신,87442,73704,17996,17320
201510,6호선,보문,226725,194858,40593,38233
201510,6호선,안암,396920,406374,32279,31553
201510,6호선,고려대,292587,280881,39156,39156
201510,6호선,월곡,342522,314673,72359,72135
201510,6호선,상월곡,164917,150421,38816,38059
