사용일,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원
201501,4호선,삼각지,138257,178987,32268,36116
201501,4호선,신용산,343494,370255,53325,53531
201501,4호선,이촌,257256,283880,42962,45709
201501,4호선,동작,47701,50075,17183,16453
201501,4호선,총신대입구,550301,619606,134289,142082
201501,4호선,사당,904059,707117,94305,95537
201501,4호선,남태령,24889,19409,7328,7020
201501,5호선,방화,170436,162264,42096,40617
201501,5호선,개화산,139625,127500,31067,28554
201501,5호선,김포공항,217576,190713,32400,31602
201501,5호선,송정,252777,244999,61731,64795
201501,5호선,마곡,75941,61823,13796,12876
201501,5호선,발산,263319,266566,50891,49003
201501,5호선,우장산,387595,374825,70113,71935
201501,5호선,화곡,731835,666404,128234,123340
201501,5호선,까치산,741502,697076,142229,142878
201501,5호선,신정,368673,288509,52837,51294
201501,5호선,목동,496167,520857,79840,81916
201501,5호선,오목교,708533,758129,81341,78372
201501,5호선,양평,153883,156795,27602,28005
201501,5호선,영등포구청,78720,80510,19017,18929
201501,5호선,영등포시장,164977,184503,73525,73848
201501,5호선,신길,74933,86829,10085,11067
201501,5호선,여의도,600408,659127,52358,50497
201501,5호선,여의나루,184361,200101,25765,25828
201501,5호선,마포,358222,381433,60592,60274
201501,5호선,공덕,342973,367506,46445,43196
201501,5호선,애오개,142028,147647,35487,34355
201501,5호선,충정로,117793,121686,15852,16941
201501,5호선,서대문,404720,421410,72621,69741
201501,5호선,광화문,978250,1023190,80502,78144
201501,5호선,종로3가,310056,306973,122664,126028
201501,5호선,을지로4가,108326,120126,38284,36275
201501,5호선,동대문역사문화공원,81161,98024,15450,16768
201501,5호선,청구,117400,109441,28903,23114
201501,5호선,신금호,121268,119102,32373,37016
201501,5호선,행당,204096,177160,45819,41341
201501,5호선,왕십리,129382,162406,24926,23811
201501,5호선,마장,137233,132012,44712,44100
201501,5호선,답십리,416720,379733,80274,78027
201501,5호선,장한평,456953,458138,91710,93189
201501,5호선,군자,280180,312276,34096,38015
201501,5호선,아차산,343266,328964,85845,77697
201501,5호선,광나루,385706,339154,60838,59262
201501,5호선,천호,533087,569031,146778,155819
201501,5호선,강동,493274,408354,89795,79359
201501,5호선,길동,172893,185513,51247,53098
201501,5호선,굽은다리,229279,218496,56479,51190
201501,5호선,명일,220767,217639,60001,61077
201501,5호선,고덕,191201,192150,54001,52006
201501,5호선,상일동,298972,241620,64306,61794
201501,5호선,둔촌동,319524,320434,71773,75271
201501,5호선,올림픽공원,151918,149429,26627,22394
201501,5호선,방이,172049,174538,39644,39932
201501,5호선,오금,96204,97412,16515,16019
201501,5호선,개롱,165615,163872,39294,40107
201501,5호선,거여,165380,153365,47038,44320
201501,5호선,마천,126745,127278,48719,53013
201501,6호선,응암,409940,396462,97545,96220
201501,6호선,역촌,77928,95553,30042,28579
201501,6호선,불광,134228,129665,36514,28685
201501,6호선,독바위,64212,68735,18596,22213
201501,6호선,연신내,15,0,1,0
201501,6호선,구산,176369,122240,48038,49655
201501,6호선,새절,305071,284002,75017,76498
201501,6호선,증산,244352,226314,65797,64899
201501,6호선,디지털미디어시티,389623,430057,59132,59486
201501,6호선,월드컵경기장,138988,148372,47890,47186
201501,6호선,마포구청,323986,278397,77747,73056
201501,6호선,망원,275664,295316,75776,80506
201501,6호선,합정,282876,318906,31161,32533
201501,6호선,상수,274861,317653,21312,21990
201501,6호선,광흥창,219854,212708,56453,54928
201501,6호선,대흥,197493,209604,42504,43218
201501,6호선,공덕,442052,437596,70392,66601
201501,6호선,효창공원앞,185346,177165,45567,44271
201501,6호선,삼각지,212421,163731,20578,16680
201501,6호선,녹사평(용산구청),185728,207358,20373,20124
201501,6호선,이태원,440702,491386,37665,39531
201501,6호선,한강진,162521,195328,13043,12881
201501,6호선,버티고개,58853,55563,13682,15376
201501,6호선,약수,85275,87842,20939,18194
201501,6호선,청구,63070,72605,12018,17004
201501,6호선,신당,207825,209011,35934,35609
201501,6호선,동묘앞,204664,207291,66119,61282
201501,6호선,창신,74004,57216,16514,15496
201501,6호선,보문,206531,180504,35848,34247
201501,6호선,안암,316312,323225,31472,30533
201501,6호선,고려대,232348,223012,34925,34926
201501,6호선,월곡,285821,269488,67784,68214
201501,6호선,상월곡,144203,126452,36727,35828
201501,6호선,돌곶이,223433,199882,53478,53426
201501,6호선,석계,317989,318451,68601,69320
201501,6호선,태릉입구,123844,139429,24748,24822
201501,6호선,화랑대,317687,234766,42307,38815
201501,6호선,봉화산(서울의료원),233041,216740,48425,47806
201501,7호선,장암,64946,20964,7004,4093
201501,7호선,도봉산,283789,260203,56736,57391
201501,7호선,수락산,341474,326733,82121,82158
201501,7호선,마들,280914,254947,68570,65090
201501,7호선,노원,552067,599232,108082,108782
201501,7호선,중계,365564,324633,86053,83481
201501,7호선,하계,505749,473307,98730,92927
201501,7호선,공릉,296356,293571,62915,63273
201501,7호선,태릉입구,206621,190896,35383,32033
201501,7호선,먹골,255619,243775,54008,54423
201501,7호선,중화,299994,282627,58190,56700
201501,7호선,상봉,471891,437811,67272,63490
201501,7호선,면목,366354,346993,76811,77902
201501,7호선,사가정,409635,393489,85551,85011
201501,7호선,용마산,146433,134395,33505,35796
201501,7호선,중곡,239457,214682,57854,59393
201501,7호선,군자,370450,276574,72679,55972
201501,7호선,어린이대공원,366349,360576,38625,36900
201501,7호선,건대입구,479408,514069,51840,46665
201501,7호선,뚝섬유원지,197455,188056,34851,34467
201501,7호선,청담,623883,721147,78316,75824
201501,7호선,강남구청,481456,526382,52782,52626
201501,7호선,학동,647623,720706,66685,63052
201501,7호선,논현,555553,621500,52627,52231
201501,7호선,반포,160639,151493,28844,27225
201501,7호선,고속터미널,588155,503242,72350,65865
201501,7호선,내방,357592,372517,60746,60231
201501,7호선,이수,446338,442134,76510,73232
201501,7호선,남성,275945,250335,64569,64927
201501,7호선,숭실대입구,367026,353793,56215,57841
201501,7호선,상도,273438,256283,57199,55164
201501,7호선,장승배기,252807,241487,70260,70805
201501,7호선,신대방삼거리,385387,362576,86305,86874
201501,7호선,보라매,239704,239821,43246,42566
201501,7호선,신풍,286373,268304,63538,63950
201501,7호선,대림,292626,291850,34617,33837
201501,7호선,남구로,426418,446367,58587,60414
201501,7호선,가산디지털단지,1160629,1170977,71517,68694
201501,7호선,철산,665206,667439,90886,89907
201501,7호선,광명사거리,690249,658279,136280,136985
201501,7호선,천왕,190297,168756,39684,39172
201501,7호선,온수,278930,257383,29657,30180
201501,7호선,까치울,138751,122405,16653,16419
201501,7호선,부천종합운동장,139483,126558,14286,14524
201501,7호선,춘의,197730,192468,21560,20540
201501,7호선,신중동,374259,372513,41404,40190
201501,7호선,부천시청,324627,330774,37759,37011
201501,7호선,상동,378381,385219,38450,38374
201501,7호선,삼산체육관,139748,126401,20420,19778
201501,7호선,굴포천,221661,228834,27621,27558
201501,7호선,부평구청,315921,234338,26067,22927
201501,8호선,암사,434855,378227,80795,80087
201501,8호선,천호,512794,569800,89771,82446
201501,8호선,강동구청,259593,269234,57750,57904
201501,8호선,몽촌토성,157863,170534,35593,35595
201501,8호선,잠실,269125,323557,48516,43923
201501,8호선,석촌,225766,239659,54691,55834
201501,8호선,송파,123234,124379,33287,33633
201501,8호선,가락시장,152234,183405,44993,44861
201501,8호선,문정,135696,129859,27180,26585
201501,8호선,장지,323192,311127,50542,48526
201501,8호선,복정,182864,129434,29639,26713
201501,8호선,산성,175781,166092,37818,41305
201501,8호선,남한산성입구,347538,303534,70715,68193
201501,8호선,단대오거리,307412,290929,66364,60528
201501,8호선,신흥,117541,121888,46975,47753
201501,8호선,수진,115949,105371,38999,37916
201501,8호선,모란,90667,69400,50239,34791
201501,9호선,개화,148155,88699,27453,19874
201501,9호선,김포공항,246752,287114,20160,20841
201501,9호선,공항시장,72585,82551,20927,22899
201501,9호선,신방화,169119,160054,38500,38259
201501,9호선,마곡나루,49608,45753,7012,7072
201501,9호선,양천향교,169461,165605,35179,35196
201501,9호선,가양,469127,439698,107695,104082
201501,9호선,증미,191313,201261,39583,41060
201501,9호선,등촌,265941,271132,73910,74472
201501,9호선,염창,369970,345474,51868,50529
201501,9호선,신목동,106192,90820,15175,14260
201501,9호선,선유도,172599,169582,23744,23218
201501,9호선,당산,422698,384841,54179,49891
201501,9호선,국회의사당,392949,405860,49479,43215
201501,9호선,여의도,470992,470497,33396,30654
201501,9호선,샛강,150408,160460,23431,23499
201501,9호선,노량진,817907,864989,114416,119275
201501,9호선,노들,121496,100670,27470,25964
201501,9호선,흑석(중앙대입구),252588,260917,54505,56150
201501,9호선,동작,40212,26443,11720,9980
201501,9호선,구반포,80815,87864,21595,22556
201501,9호선,신반포,69980,71893,19347,19689
201501,9호선,고속터미널,388081,429180,43679,45328
201501,9호선,사평,70919,67069,14085,13931
201501,9호선,신논현,911378,891964,47738,45445
201501,1호선,서울역,1890411,1667163,238403,220008
201501,1호선,시청,639441,636014,87392,85689
201501,1호선,종각,1353882,1288680,151507,144579
201501,1호선,종로3가,850077,819933,359530,331098
201501,1호선,종로5가,590927,599790,260643,249804
201501,1호선,동대문,336981,390926,132944,137814
201501,1호선,신설동,374981,363032,124078,118929
201501,1호선,제기동,286925,285937,325941,344372
201501,1호선,청량리(지하),582547,602667,337595,336755
201501,1호선,동묘앞,155556,171171,124838,124116
201501,2호선,시청,684748,668078,59458,55128
201501,2호선,을지로입구,1427247,1428862,124219,116738
201501,2호선,을지로3가,487427,482581,91226,87677
201501,2호선,을지로4가,278668,283483,102038,101500
201501,2호선,동대문역사문화공원,464467,529194,57293,62692
201501,2호선,신당,333981,360531,103736,105256
201501,2호선,상왕십리,240454,228425,55832,56467
201501,2호선,왕십리,528644,459377,55647,48556
201501,2호선,한양대,233685,258301,15593,17006
201501,2호선,뚝섬,370286,392134,62871,63682
201501,2호선,성수,621629,685163,93954,95628
201501,2호선,건대입구,1242112,1372098,94803,100837
201501,2호선,구의,597712,586217,107800,109510
201501,2호선,강변,1419664,1409882,142613,139776
201501,2호선,잠실나루,458205,434608,81507,81919
201501,2호선,잠실,2264435,2035737,190683,177550
201501,2호선,신천,707193,694181,110726,107709
201501,2호선,종합운동장,336914,351289,47450,48785
201501,2호선,삼성,1770447,1810283,143217,135832
201501,2호선,선릉,1521424,1326153,199989,174817
201501,2호선,역삼,1285178,1417505,153636,156383
201501,2호선,강남,3266271,3353256,164508,149186
201501,2호선,교대,1019830,1132386,160219,175213
201501,2호선,서초,593867,606446,76692,76520
201501,2호선,방배,519107,526179,78094,77156
201501,2호선,사당,1167250,1321752,185863,173068
201501,2호선,낙성대,800857,765740,106360,107018
201501,2호선,서울대입구,1389174,1370024,213711,207659
201501,2호선,봉천,575480,525008,146806,146541
201501,2호선,신림,1974870,1930373,240679,244370
201501,2호선,신대방,670303,636477,120496,124073
201501,2호선,구로디지털단지,1765773,1774970,154019,157766
201501,2호선,대림,799262,832942,112084,116732
201501,2호선,신도림,1795527,1778750,204079,198884
201501,2호선,문래,490388,494872,77708,77274
201501,2호선,영등포구청,542338,541379,104387,101556
201501,2호선,당산,613297,663754,69889,73603
201501,2호선,합정,999733,951763,78118,71805
201501,2호선,홍대입구,2156348,2316644,121039,117289
201501,2호선,신촌,1442997,1476389,147358,144985
201501,2호선,이대,559027,576940,73355,75408
201501,2호선,아현,201426,189620,58490,57813
201501,2호선,충정로,280645,303487,53430,52819
201501,2호선,용답,55321,56113,16042,16185
201501,2호선,신답,28913,34082,9901,10642
201501,2호선,신설동,89457,86155,34940,34653
201501,2호선,도림천,21972,24048,5708,6559
201501,2호선,양천구청,168690,181699,43075,44060
201501,2호선,신정네거리,260252,259971,60010,60461
201501,2호선,용두,43967,47048,21837,23827
201501,3호선,지축,25624,26567,10749,12606
201501,3호선,구파발,410177,318255,79263,70901
201501,3호선,연신내,979846,918642,237467,230679
201501,3호선,불광,421650,463422,138576,152404
201501,3호선,녹번,369269,306792,81559,81050
201501,3호선,홍제,450397,414511,147589,146149
201501,3호선,무악재,96852,91663,33402,35954
201501,3호선,독립문,151167,155842,70110,69443
201501,3호선,경복궁,599252,644005,86312,83597
201501,3호선,안국,661781,720816,129205,140319
201501,3호선,종로3가,192798,267603,84748,91528
201501,3호선,을지로3가,211335,250352,62868,62715
201501,3호선,충무로,38,0,1,0
201501,3호선,동대입구,267904,296406,37601,39943
201501,3호선,약수,349755,329772,86639,84094
201501,3호선,금호,185700,166605,50649,49641
201501,3호선,옥수,252387,262774,54722,55705
201501,3호선,압구정,1041322,1159966,143441,141878
201501,3호선,신사,907423,990332,77547,74949
201501,3호선,잠원,142654,138225,32706,31910
201501,3호선,고속터미널,1624401,1680989,186438,183737
201501,3호선,교대,355356,265021,63236,43071
201501,3호선,남부터미널,995046,1024694,125313,126069
201501,3호선,양재,1094512,1179984,156175,157336
201501,3호선,매봉,299315,286302,53750,48664
201501,3호선,도곡,196997,181377,28023,22771
201501,3호선,대치,311663,288566,53617,50954
201501,3호선,학여울,85583,88449,20864,20021
201501,3호선,대청,274518,237865,46831,43851
201501,3호선,일원,226673,240245,58452,59752
201501,3호선,수서,291181,302218,76206,75025
201501,3호선,가락시장,211871,192147,59569,56763
201501,3호선,경찰병원,185160,182259,34910,35140
201501,3호선,오금,180851,157370,22683,21149
201501,4호선,당고개,302175,279763,88808,87942
201501,4호선,상계,536173,470361,111349,110241
201501,4호선,노원,626466,710718,87596,86392
201501,4호선,창동,715599,784879,175012,182202
201501,4호선,쌍문,852351,716160,161885,155317
201501,4호선,수유(강북구청),1110438,1073695,244990,244184
201501,4호선,미아,429323,381799,129236,128819
201501,4호선,미아사거리,837781,806517,187322,188717
201501,4호선,길음,666658,619459,144173,146452
201501,4호선,성신여대입구,661018,605985,100675,96650
201501,4호선,한성대입구,381209,364110,78298,77559
201501,4호선,혜화,1211915,1270131,126200,126020
201501,4호선,동대문,588698,624002,141139,134293
201501,4호선,동대문역사문화공원,610788,557234,69991,63706
201501,4호선,충무로,829737,867245,132387,133898
201501,4호선,명동,1113556,1221559,73513,76192
201501,4호선,회현,663292,717745,185376,185231
201501,4호선,서울역,277180,520174,37498,48572
201501,4호선,숙대입구,426269,421753,59564,56862
201502,8호선,몽촌토성,132475,143016,30244,30013
201502,8호선,잠실,237115,287025,40769,37244
201502,8호선,석촌,188883,199654,46955,47330
201502,8호선,송파,106320,108366,28293,28984
201502,8호선,가락시장,129435,156679,40657,40744
201502,8호선,문정,119153,113739,23105,22883
201502,8호선,장지,278823,269382,42817,40987
201502,8호선,복정,155389,109057,25305,22620
201502,8호선,산성,152957,144568,32977,36192
201502,8호선,남한산성입구,299269,263807,60408,57889
201502,8호선,단대오거리,267862,253039,56181,50619
201502,8호선,신흥,105274,110140,40237,40697
201502,8호선,수진,104428,95491,33112,32191
201502,8호선,모란,81119,62698,41670,29057
201502,9호선,개화,126117,77128,23906,17658
201502,9호선,김포공항,221046,259203,14795,15848
201502,9호선,공항시장,61629,69179,17702,19457
201502,9호선,신방화,149035,141836,33195,33159
201502,9호선,마곡나루,41948,38901,6000,6095
201502,9호선,양천향교,143186,139234,30436,30191
201502,9호선,가양,409417,390229,96275,93471
201502,9호선,증미,160793,165318,34852,35465
201502,9호선,등촌,225282,218034,64780,64509
201502,9호선,염창,319535,311190,45386,45026
201502,9호선,신목동,90305,76299,13305,12287
201502,9호선,선유도,142404,139423,20003,19361
201502,9호선,당산,356649,326101,46107,43028
201502,9호선,국회의사당,326130,330521,41231,35646
201502,9호선,여의도,391700,389917,27896,26287
201502,9호선,샛강,122900,124934,20070,19344
201502,9호선,노량진,701291,743234,101257,105648
201502,9호선,노들,101163,82305,23908,22123
201502,9호선,흑석(중앙대입구),214241,220927,46874,47978
201502,9호선,동작,36124,24923,10467,8851
201502,9호선,구반포,67812,72918,18433,19075
201502,9호선,신반포,60093,60434,16752,17086
201502,9호선,고속터미널,362651,408727,37803,39444
201502,9호선,사평,59669,55927,12371,12266
201502,9호선,신논현,749998,734533,40208,38761
201502,1호선,서울역,1688548,1490571,203854,187730
201502,1호선,시청,520415,516568,76798,75991
201502,1호선,종각,1105535,1041530,130843,124347
201502,1호선,종로3가,691413,654549,311170,285413
201502,1호선,종로5가,502934,512176,218966,210899
201502,1호선,동대문,312964,368884,114839,118684
201502,1호선,신설동,317717,308150,105714,101048
201502,1호선,제기동,251837,252779,306067,326092
201502,1호선,청량리(지하),510467,532712,302236,304045
201502,1호선,동묘앞,147391,164950,111192,111631
201502,2호선,시청,574644,548162,50153,46989
201502,2호선,을지로입구,1260227,1244278,103220,96472
201502,2호선,을지로3가,412152,404537,76154,73766
201502,2호선,을지로4가,247633,251474,84512,84421
201502,2호선,동대문역사문화공원,411686,468276,47309,52341
201502,2호선,신당,288968,309436,90185,91186
201502,2호선,상왕십리,206327,195807,47350,48056
201502,2호선,왕십리(성동구청),451549,393426,47568,41001
201502,2호선,한양대,196034,225815,13518,14905
201502,2호선,뚝섬,320480,337990,53990,54747
201502,2호선,성수,521146,573668,78113,79600
201502,2호선,건대입구,1080730,1192136,82048,85812
201502,2호선,구의,509138,499876,90279,92002
201502,2호선,강변,1270065,1275631,123373,121142
201502,2호선,잠실나루,386092,366156,70838,71502
201502,2호선,잠실,1994937,1797395,162117,150599
201502,2호선,신천,602401,594669,94756,92524
201502,2호선,종합운동장,275925,288201,39103,40568
201502,2호선,삼성,1499698,1527666,118671,112043
201502,2호선,선릉,1239249,1079062,161762,141208
201502,2호선,역삼,1065617,1169741,126357,128311
201502,2호선,강남,2681119,2742084,134417,121545
201502,2호선,교대,829298,915160,132475,144461
201502,2호선,서초,499727,504590,66463,66884
201502,2호선,방배,436275,441492,66775,66134
201502,2호선,사당,964842,1097418,152650,142546
201502,2호선,낙성대,678706,646872,92044,92614
201502,2호선,서울대입구,1169942,1150867,180949,175824
201502,2호선,봉천,493970,449762,124451,123998
201502,2호선,신림,1697027,1658653,207538,210596
201502,2호선,신대방,583140,554977,105092,108139
201502,2호선,구로디지털단지,1504185,1508499,134209,137088
201502,2호선,대림,703957,736406,96896,100881
201502,2호선,신도림,1562137,1554828,174684,169975
201502,2호선,문래,415443,419229,68510,67852
201502,2호선,영등포구청,459436,459294,89732,86927
201502,2호선,당산,516320,561359,59776,63122
201502,2호선,합정,860549,816699,67613,62591
201502,2호선,홍대입구,1937607,2087984,103616,99725
201502,2호선,신촌,1255069,1278896,126017,123921
201502,2호선,이대,508522,528009,67048,69003
201502,2호선,아현,177060,166714,50842,50303
201502,2호선,충정로,238402,257573,46694,46302
201502,2호선,용답,48283,47750,13586,13693
201502,2호선,신답,24449,28756,8413,9002
201502,2호선,신설동,76305,72275,29380,29097
201502,2호선,도림천,18694,20749,4902,5650
201502,2호선,양천구청,144996,155749,37086,37708
201502,2호선,신정네거리,226443,225133,51728,51964
201502,2호선,용두,39099,41266,19762,21911
201502,3호선,지축,22104,22679,9516,10970
201502,3호선,구파발,354462,278320,70714,63557
201502,3호선,연신내,856020,805846,206455,199496
201502,3호선,불광,362008,399546,118503,129492
201502,3호선,녹번,317849,265271,70738,70004
201502,3호선,홍제,390952,360491,126837,125641
201502,3호선,무악재,82633,78355,29044,31228
201502,3호선,독립문,129909,133573,61043,60354
201502,3호선,경복궁,519413,566757,74563,73051
201502,3호선,안국,577719,633488,109990,119071
201502,3호선,종로3가,158539,224875,69170,75443
201502,3호선,을지로3가,176529,207429,51817,51841
201502,3호선,충무로,33,0,0,0
201502,3호선,동대입구,230500,258365,28586,30462
201502,3호선,약수,301116,284746,73858,71535
201502,3호선,금호,160313,145343,43745,42881
201502,3호선,옥수,216097,223786,47083,47983
201502,3호선,압구정,862162,961129,121892,120780
201502,3호선,신사,770662,836957,64623,62757
201502,3호선,잠원,120740,116884,27578,26890
201502,3호선,고속터미널,1515282,1587968,157633,155562
201502,3호선,교대,294210,220079,51556,35305
201502,3호선,남부터미널,873505,905785,107418,107536
201502,3호선,양재,920993,987194,132391,133855
201502,3호선,매봉,252471,239508,45427,41124
201502,3호선,도곡,171007,159695,24173,19916
201502,3호선,대치,265344,246469,46637,44168
201502,3호선,학여울,92955,95763,12679,12208
201502,3호선,대청,239623,207882,41627,39118
201502,3호선,일원,191141,203492,50165,51336
201502,3호선,수서,249813,257937,65544,64697
201502,3호선,가락시장,180526,163561,51844,49826
201502,3호선,경찰병원,156984,154094,29654,30184
201502,3호선,오금,152075,133364,19485,18152
201502,4호선,당고개,264621,245399,78490,77635
201502,4호선,상계,463887,409109,97820,96427
201502,4호선,노원,549909,622497,76809,75295
201502,4호선,창동,624547,682739,154597,161467
201502,4호선,쌍문,731522,614475,139285,133262
201502,4호선,수유(강북구청),966727,937409,210406,209952
201502,4호선,미아,374126,330801,110418,109425
201502,4호선,미아사거리,734314,704833,159261,160067
201502,4호선,길음,578760,540495,124408,125645
201502,4호선,성신여대입구,581866,535094,87847,83571
201502,4호선,한성대입구,333124,319482,67775,67278
201502,4호선,혜화,1018861,1072686,106684,106891
201502,4호선,동대문,501754,526599,113216,107637
201502,4호선,동대문역사문화공원,536812,484536,57697,52697
201502,4호선,충무로,705797,733688,111239,112753
201502,4호선,명동,1070953,1176132,61456,63305
201502,4호선,회현,568369,609722,149295,148638
201502,4호선,서울역,234094,457023,31805,41074
201502,4호선,숙대입구,363929,356933,51640,49004
201502,4호선,삼각지,114606,147219,27059,30162
201502,4호선,신용산,296036,321672,44640,44588
201502,4호선,이촌,204543,227459,36736,39145
201502,4호선,동작,42275,45410,14963,14509
201502,4호선,총신대입구,470831,531464,117433,124197
201502,4호선,사당,764734,593064,79773,79490
201502,4호선,남태령,27563,19019,6818,6359
201502,5호선,방화,148161,141728,37068,35775
201502,5호선,개화산,121134,111320,27129,24996
201502,5호선,김포공항,189872,164682,23267,22273
201502,5호선,송정,222501,219209,54116,56669
201502,5호선,마곡,59975,48700,10164,9440
201502,5호선,발산,232639,231525,43778,41915
201502,5호선,우장산,339470,329853,60079,62182
201502,5호선,화곡,627384,571880,109982,106523
201502,5호선,까치산,644827,606028,122783,123046
201502,5호선,신정,315999,248385,46062,44607
201502,5호선,목동,419294,439083,68863,70972
201502,5호선,오목교,612918,656403,67985,65865
201502,5호선,양평,130212,131667,23936,24065
201502,5호선,영등포구청,66739,68193,16047,16168
201502,5호선,영등포시장,141944,159194,61922,62200
201502,5호선,신길,63002,74374,9041,9940
201502,5호선,여의도,500600,546361,43388,42146
201502,5호선,여의나루,164909,174528,22383,22733
201502,5호선,마포,306914,324415,51553,51315
201502,5호선,공덕,289501,308484,39779,36854
201502,5호선,애오개,123244,126428,30301,28896
201502,5호선,충정로,100036,102332,13798,14773
201502,5호선,서대문,344662,357513,62697,60554
201502,5호선,광화문,831707,860533,69014,66748
201502,5호선,종로3가,261820,257725,104795,108078
201502,5호선,을지로4가,93308,104194,31552,29695
201502,5호선,동대문역사문화공원,69468,83156,11984,13040
201502,5호선,청구,92495,89630,23068,18568
201502,5호선,신금호,105815,104893,28001,32067
201502,5호선,행당,173904,150987,39395,35630
201502,5호선,왕십리(성동구청),111323,140132,20979,20184
201502,5호선,마장,121960,117150,39442,39372
201502,5호선,답십리,353196,322140,68098,66543
201502,5호선,장한평,389531,389092,78313,79455
201502,5호선,군자,238426,265327,28947,31981
201502,5호선,아차산,298989,284663,73972,66666
201502,5호선,광나루,328315,291452,53033,51752
201502,5호선,천호,461750,492220,122114,129171
201502,5호선,강동,421522,349819,75351,67382
201502,5호선,길동,149242,158810,44217,45880
201502,5호선,굽은다리,195328,184504,47642,43415
201502,5호선,명일,186648,183378,50991,51847
201502,5호선,고덕,166919,167746,46955,45185
201502,5호선,상일동,253390,207396,55621,53673
201502,5호선,둔촌동,273589,273119,61375,64450
201502,5호선,올림픽공원,134687,135846,24753,21198
201502,5호선,방이,145308,147731,33369,33229
201502,5호선,오금,82880,82927,13866,13422
201502,5호선,개롱,141472,139497,33537,34032
201502,5호선,거여,143115,133455,39791,37496
201502,5호선,마천,112271,112377,42631,45819
201502,6호선,응암,355210,346580,84474,83185
201502,6호선,역촌,66887,82022,25396,24238
201502,6호선,불광,119139,113451,30840,24372
201502,6호선,독바위,56425,60384,16188,19556
201502,6호선,연신내,15,0,0,0
201502,6호선,구산,155436,107179,41749,43016
201502,6호선,새절,264829,248993,64237,65421
201502,6호선,증산,212053,196369,55848,55207
201502,6호선,디지털미디어시티,329019,360953,50367,50705
201502,6호선,월드컵경기장,121884,130751,39664,39274
201502,6호선,마포구청,281397,240296,67818,63479
201502,6호선,망원,236654,253535,67251,71510
201502,6호선,합정,244815,276409,27112,28198
201502,6호선,상수,236329,274390,18542,19154
201502,6호선,광흥창,184732,178176,50611,48991
201502,6호선,대흥,166970,178427,36726,37331
201502,6호선,공덕,379116,374023,59988,56941
201502,6호선,효창공원앞,156562,149145,39249,38296
201502,6호선,삼각지,173456,132737,16753,13635
201502,6호선,녹사평(용산구청),167812,186991,17836,17929
201502,6호선,이태원,401101,449092,32541,34072
201502,6호선,한강진,137986,166831,11471,11463
201502,6호선,버티고개,49884,47907,11688,12982
201502,6호선,약수,72738,74902,17817,15821
201502,6호선,청구,66465,69687,12585,16076
201502,6호선,신당,170074,171735,30394,30111
201502,6호선,동묘앞,185137,184354,56702,52230
201502,6호선,창신,65379,51029,14486,13428
201502,6호선,보문,179575,156799,31946,30672
201502,6호선,안암,279563,285451,26848,26145
201502,6호선,고려대,200296,195761,30449,30668
201502,6호선,월곡,247018,234306,58445,58675
201502,6호선,상월곡,123903,108451,32037,31116
201502,6호선,돌곶이,193460,173238,46034,45528
201502,6호선,석계,273551,273052,59660,59982
201502,6호선,태릉입구,104361,116436,21413,21270
201502,6호선,화랑대,267735,197868,36627,33772
201502,6호선,봉화산(서울의료원),196780,183514,41579,41334
201502,7호선,장암,54756,17886,6316,3646
201502,7호선,도봉산,245402,226788,49587,50167
201502,7호선,수락산,297175,282117,71971,72062
201502,7호선,마들,246340,221381,60015,57191
201502,7호선,노원,477980,521804,90337,90827
201502,7호선,중계,317309,284114,75657,72611
201502,7호선,하계,440724,412475,85118,80088
201502,7호선,공릉,259874,257147,54950,55246
201502,7호선,태릉입구,174147,161266,30050,27205
201502,7호선,먹골,221135,210185,46272,46462
201502,7호선,중화,259524,244657,49516,48550
201502,7호선,상봉,407558,379583,58360,54984
201502,7호선,면목,319591,305085,66211,67056
201502,7호선,사가정,356111,342581,73189,73030
201502,7호선,용마산,127170,118112,28496,30713
201502,7호선,중곡,210581,190360,49445,50548
201502,7호선,군자,315929,234585,61707,46674
201502,7호선,어린이대공원,306099,301718,34377,32878
201502,7호선,건대입구,406442,440056,43333,39337
201502,7호선,뚝섬유원지,168597,161025,30306,30297
201502,7호선,청담,527360,608482,66723,64717
201502,7호선,강남구청,400192,437128,44307,43762
201502,7호선,학동,537717,595787,56559,54063
201502,7호선,논현,462488,515131,44409,44054
201502,7호선,반포,141315,133177,25230,23921
201502,7호선,고속터미널,544479,460608,63462,56689
201502,7호선,내방,303183,316622,51692,50998
201502,7호선,이수,379749,376980,64378,62128
201502,7호선,남성,237034,214540,54981,55244
201502,7호선,숭실대입구,313551,304731,48875,50249
201502,7호선,상도,234336,219426,49735,47704
201502,7호선,장승배기,219710,209180,60155,60908
201502,7호선,신대방삼거리,333331,311870,75490,75779
201502,7호선,보라매,207869,207756,36595,36215
201502,7호선,신풍,252562,235856,54789,55122
201502,7호선,대림,274048,277272,29925,29323
201502,7호선,남구로,378651,391171,50573,52172
201502,7호선,가산디지털단지,991971,993047,60627,57877
201502,7호선,철산,570901,573066,78324,77465
201502,7호선,광명사거리,607860,580110,118163,119559
201502,7호선,천왕,167180,149809,34864,34332
201502,7호선,온수,241727,226795,26306,26777
201502,7호선,까치울,119333,104714,14787,14172
201502,7호선,부천종합운동장,120235,109241,12388,12342
201502,7호선,춘의,172373,167757,18357,17679
