기준일,지역명,당일확진자,지역확진,해외확진,누적확진자
2021-07-02,제주,4,4,0,1272
2021-07-02,경남,10,8,2,5280
2021-07-02,경북,4,3,1,4965
2021-07-02,전남,7,6,1,1664
2021-07-02,전북,4,4,0,2382
2021-07-02,충남,16,16,0,3862
2021-07-02,충북,6,5,1,3323
2021-07-02,강원,11,11,0,3594
2021-07-02,경기,252,247,5,44824
2021-07-02,세종,3,3,0,570
2021-07-02,울산,1,0,1,2838
2021-07-02,대전,28,28,0,2720
2021-07-02,광주,3,3,0,2949
2021-07-02,인천,16,14,2,6841
2021-07-02,대구,8,8,0,10622
2021-07-02,부산,39,35,4,6307
2021-07-02,서울,359,353,6,51026
2021-07-02,합계,794,748,46,159342
2021-07-01,검역,33,0,33,4280
2021-07-01,제주,3,3,0,1268
2021-07-01,경남,13,12,1,5270
2021-07-01,경북,7,7,0,4961
2021-07-01,전남,4,4,0,1657
2021-07-01,전북,7,7,0,2378
2021-07-01,충남,27,27,0,3846
2021-07-01,충북,7,7,0,3317
2021-07-01,강원,14,7,7,3583
2021-07-01,경기,264,260,4,44572
2021-07-01,세종,2,2,0,567
2021-07-01,울산,11,10,1,2837
2021-07-01,대전,25,25,0,2692
2021-07-01,광주,2,2,0,2946
2021-07-01,인천,22,22,0,6825
2021-07-01,대구,9,8,1,10614
2021-07-01,부산,29,25,4,6268
2021-07-01,서울,347,337,10,50667
2021-07-01,합계,826,765,61,158548
2021-06-30,검역,31,0,31,4247
2021-06-30,제주,1,1,0,1265
2021-06-30,경남,10,10,0,5257
2021-06-30,경북,5,4,1,4954
2021-06-30,전남,5,5,0,1653
2021-06-30,전북,7,7,0,2371
2021-06-30,충남,15,13,2,3819
2021-06-30,충북,4,4,0,3310
2021-06-30,강원,10,8,2,3569
2021-06-30,경기,249,245,4,44308
2021-06-30,세종,5,5,0,565
2021-06-30,울산,2,1,1,2826
2021-06-30,대전,16,16,0,2667
2021-06-30,광주,7,7,0,2944
2021-06-30,인천,36,30,6,6803
2021-06-30,대구,7,7,0,10605
2021-06-30,부산,18,17,1,6239
2021-06-30,서울,333,331,2,50321
2021-06-30,합계,761,711,50,157723
2021-06-29,검역,17,0,17,4216
2021-06-29,제주,2,2,0,1264
2021-06-29,경남,17,16,1,5247
2021-06-29,경북,4,3,1,4949
2021-06-29,전남,7,7,0,1648
2021-06-29,전북,10,10,0,2364
2021-06-29,충남,8,8,0,3804
2021-06-29,충북,5,5,0,3306
2021-06-29,강원,15,14,1,3559
2021-06-29,경기,240,234,6,44059
2021-06-29,세종,3,3,0,560
2021-06-29,울산,4,4,0,2824
2021-06-29,대전,26,26,0,2651
2021-06-29,광주,6,6,0,2937
2021-06-29,인천,30,29,1,6767
2021-06-29,대구,11,11,0,10598
2021-06-29,부산,14,13,1,6221
2021-06-29,서울,375,368,7,49987
2021-06-29,합계,794,759,35,156961
2021-06-28,검역,16,0,16,4199
2021-06-28,제주,6,6,0,1262
2021-06-28,경남,15,13,2,5230
2021-06-28,경북,6,5,1,4945
2021-06-28,전남,4,2,2,1641
2021-06-28,전북,7,7,0,2354
2021-06-28,충남,11,11,0,3796
2021-06-28,충북,10,7,3,3301
2021-06-28,강원,8,8,0,3544
2021-06-28,경기,230,228,2,43819
2021-06-28,세종,3,3,0,557
2021-06-28,울산,13,13,0,2820
2021-06-28,대전,25,25,0,2625
2021-06-28,광주,2,2,0,2931
2021-06-28,인천,17,17,0,6737
2021-06-28,대구,8,6,2,10587
2021-06-28,부산,9,6,3,6207
2021-06-28,서울,205,201,4,49612
2021-06-28,합계,595,560,35,156167
2021-06-27,검역,11,0,11,4183
2021-06-27,제주,2,2,0,1256
2021-06-27,경남,10,10,0,5215
2021-06-27,경북,1,1,0,4939
2021-06-27,전남,2,2,0,1637
2021-06-27,전북,2,2,0,2347
2021-06-27,충남,8,6,2,3785
2021-06-27,충북,5,5,0,3291
2021-06-27,강원,17,16,1,3536
2021-06-27,경기,162,157,5,43589
2021-06-27,세종,0,0,0,554
2021-06-27,울산,8,7,1,2807
2021-06-27,대전,7,7,0,2600
2021-06-27,광주,7,6,1,2929
2021-06-27,인천,31,30,1,6720
2021-06-27,대구,5,5,0,10579
2021-06-27,부산,38,37,1,6198
2021-06-27,서울,185,179,6,49407
2021-06-27,합계,501,472,29,155572
2021-06-26,검역,34,0,34,4172
2021-06-26,제주,2,2,0,1254
2021-06-26,경남,14,13,1,5205
2021-06-26,경북,4,4,0,4938
2021-06-26,전남,6,5,1,1635
2021-06-26,전북,6,6,0,2345
2021-06-26,충남,24,23,1,3777
2021-06-26,충북,4,3,1,3286
2021-06-26,강원,19,19,0,3519
2021-06-26,경기,173,171,2,43427
2021-06-26,세종,8,8,0,554
2021-06-26,울산,6,3,3,2799
2021-06-26,대전,15,15,0,2593
2021-06-26,광주,12,12,0,2922
2021-06-26,인천,25,24,1,6689
2021-06-26,대구,8,8,0,10574
2021-06-26,부산,12,12,0,6160
2021-06-26,서울,242,242,0,49222
2021-06-26,합계,614,570,44,155071
2021-06-25,검역,31,0,31,4138
2021-06-25,제주,9,9,0,1252
2021-06-25,경남,12,12,0,5191
2021-06-25,경북,9,9,0,4934
2021-06-25,전남,3,3,0,1629
2021-06-25,전북,5,3,2,2339
2021-06-25,충남,7,6,1,3753
2021-06-25,충북,5,5,0,3282
2021-06-25,강원,35,23,12,3500
2021-06-25,경기,188,185,3,43254
2021-06-25,세종,2,2,0,546
2021-06-25,울산,22,22,0,2793
2021-06-25,대전,13,12,1,2578
2021-06-25,광주,8,7,1,2910
2021-06-25,인천,12,12,0,6664
2021-06-25,대구,13,13,0,10566
2021-06-25,부산,31,28,3,6148
2021-06-25,서울,263,260,3,48980
2021-06-25,합계,668,611,57,154457
2021-06-24,검역,13,0,13,4107
2021-06-24,제주,5,4,1,1243
2021-06-24,경남,17,17,0,5179
2021-06-24,경북,7,6,1,4925
2021-06-24,전남,18,17,1,1626
2021-06-24,전북,2,1,1,2334
2021-06-24,충남,4,4,0,3746
2021-06-24,충북,10,10,0,3277
2021-06-24,강원,13,13,0,3465
2021-06-24,경기,183,179,4,43066
2021-06-24,세종,2,2,0,544
2021-06-24,울산,16,16,0,2771
2021-06-24,대전,9,8,1,2565
2021-06-24,광주,5,5,0,2902
2021-06-24,인천,29,24,5,6652
2021-06-24,대구,5,5,0,10553
2021-06-24,부산,27,27,0,6117
2021-06-24,서울,269,264,5,48717
2021-06-24,합계,634,602,32,153789
2021-06-23,검역,19,0,19,4094
2021-06-23,제주,4,3,1,1238
2021-06-23,경남,23,22,1,5162
2021-06-23,경북,29,28,1,4918
2021-06-23,전남,6,3,3,1608
2021-06-23,전북,6,6,0,2332
2021-06-23,충남,7,7,0,3742
2021-06-23,충북,6,5,1,3267
2021-06-23,강원,5,5,0,3452
2021-06-23,경기,185,184,1,42883
2021-06-23,세종,1,1,0,542
2021-06-23,울산,13,11,2,2755
2021-06-23,대전,15,15,0,2556
2021-06-23,광주,1,1,0,2897
2021-06-23,인천,15,15,0,6623
2021-06-23,대구,3,3,0,10548
2021-06-23,부산,20,16,4,6090
2021-06-23,서울,252,251,1,48448
2021-06-23,합계,610,576,34,153155
2021-06-22,검역,13,0,13,4075
2021-06-22,제주,0,0,0,1234
2021-06-22,경남,18,18,0,5139
2021-06-22,경북,21,21,0,4889
2021-06-22,전남,2,2,0,1602
2021-06-22,전북,2,2,0,2326
2021-06-22,충남,9,9,0,3735
2021-06-22,충북,10,10,0,3261
2021-06-22,강원,17,17,0,3447
2021-06-22,경기,191,180,11,42698
2021-06-22,세종,8,7,1,541
2021-06-22,울산,5,5,0,2742
2021-06-22,대전,58,57,1,2541
2021-06-22,광주,4,4,0,2896
2021-06-22,인천,28,26,2,6608
2021-06-22,대구,7,6,1,10545
2021-06-22,부산,16,13,3,6070
2021-06-22,서울,236,228,8,48196
2021-06-22,합계,645,605,40,152545
2021-06-21,검역,29,0,29,4062
2021-06-21,제주,1,1,0,1234
2021-06-21,경남,11,11,0,5121
2021-06-21,경북,11,10,1,4868
2021-06-21,전남,8,6,2,1600
2021-06-21,전북,2,2,0,2324
2021-06-21,충남,12,11,1,3726
2021-06-21,충북,16,16,0,3251
2021-06-21,강원,10,10,0,3430
2021-06-21,경기,92,92,0,42507
2021-06-21,세종,6,6,0,533
2021-06-21,울산,5,4,1,2737
2021-06-21,대전,31,30,1,2483
2021-06-21,광주,2,2,0,2892
2021-06-21,인천,18,15,3,6580
2021-06-21,대구,3,3,0,10538
2021-06-21,부산,6,6,0,6054
2021-06-21,서울,132,126,6,47960
2021-06-21,합계,394,350,44,151900
2021-06-20,검역,12,0,12,4033
2021-06-20,제주,3,2,1,1233
2021-06-20,경남,13,10,3,5110
2021-06-20,경북,8,6,2,4857
2021-06-20,전남,10,10,0,1592
2021-06-20,전북,3,3,0,2322
2021-06-20,충남,11,11,0,3714
2021-06-20,충북,3,2,1,3235
2021-06-20,강원,9,7,2,3420
2021-06-20,경기,91,88,3,42415
2021-06-20,세종,2,2,0,527
2021-06-20,울산,0,0,0,2732
2021-06-20,대전,15,14,1,2452
2021-06-20,광주,2,1,1,2890
2021-06-20,인천,9,7,2,6562
2021-06-20,대구,18,16,2,10535
2021-06-20,부산,14,11,3,6048
2021-06-20,서울,134,127,7,47829
2021-06-20,합계,357,317,40,151506
2021-06-19,검역,19,0,19,4021
2021-06-19,제주,2,2,0,1230
2021-06-19,경남,11,10,1,5097
2021-06-19,경북,6,5,1,4849
2021-06-19,전남,3,3,0,1582
2021-06-19,전북,3,3,0,2319
2021-06-19,충남,10,10,0,3703
2021-06-19,충북,6,6,0,3232
2021-06-19,강원,13,13,0,3411
2021-06-19,경기,113,111,2,42324
2021-06-19,세종,3,2,1,525
2021-06-19,울산,5,5,0,2732
2021-06-19,대전,8,8,0,2437
2021-06-19,광주,3,2,1,2888
2021-06-19,인천,22,19,3,6553
2021-06-19,대구,16,15,1,10517
2021-06-19,부산,21,14,7,6034
2021-06-19,서울,165,152,13,47695
2021-06-19,합계,429,380,49,151149
2021-06-18,검역,12,0,12,4002
2021-06-18,제주,7,7,0,1228
2021-06-18,경남,11,10,1,5086
2021-06-18,경북,4,4,0,4843
2021-06-18,전남,5,5,0,1579
2021-06-18,전북,5,5,0,2316
2021-06-18,충남,12,12,0,3693
2021-06-18,충북,10,10,0,3226
2021-06-18,강원,5,5,0,3398
2021-06-18,경기,145,141,4,42211
2021-06-18,세종,2,2,0,522
2021-06-18,울산,5,5,0,2727
2021-06-18,대전,5,5,0,2429
2021-06-18,광주,4,4,0,2885
2021-06-18,인천,22,20,2,6531
2021-06-18,대구,13,13,0,10501
2021-06-18,부산,18,15,3,6013
2021-06-18,서울,197,193,4,47530
2021-06-18,합계,482,456,26,150720
2021-06-17,검역,10,0,10,3990
2021-06-17,제주,6,6,0,1221
2021-06-17,경남,14,12,2,5075
2021-06-17,경북,11,10,1,4839
2021-06-17,전남,4,4,0,1574
2021-06-17,전북,4,3,1,2311
2021-06-17,충남,7,7,0,3681
2021-06-17,충북,19,19,0,3216
2021-06-17,강원,9,9,0,3393
2021-06-17,경기,153,151,2,42066
2021-06-17,세종,1,1,0,520
2021-06-17,울산,11,11,0,2722
2021-06-17,대전,13,12,1,2424
2021-06-17,광주,2,1,1,2881
2021-06-17,인천,22,21,1,6509
2021-06-17,대구,11,11,0,10488
2021-06-17,부산,10,9,1,5995
2021-06-17,서울,200,197,3,47333
2021-06-17,합계,507,484,23,150238
2021-06-16,검역,8,0,8,3980
2021-06-16,제주,8,8,0,1215
2021-06-16,경남,5,5,0,5061
2021-06-16,경북,3,3,0,4828
2021-06-16,전남,6,6,0,1570
2021-06-16,전북,7,6,1,2307
2021-06-16,충남,5,5,0,3674
2021-06-16,충북,18,18,0,3197
2021-06-16,강원,7,6,1,3384
2021-06-16,경기,183,181,2,41913
2021-06-16,세종,2,1,1,519
2021-06-16,울산,22,22,0,2711
2021-06-16,대전,18,18,0,2411
2021-06-16,광주,6,6,0,2879
2021-06-16,인천,17,17,0,6487
2021-06-16,대구,7,7,0,10477
2021-06-16,부산,17,15,2,5985
2021-06-16,서울,201,199,2,47133
2021-06-16,합계,540,523,17,149731
2021-06-15,검역,8,0,8,3972
2021-06-15,제주,9,9,0,1207
2021-06-15,경남,7,7,0,5056
2021-06-15,경북,3,3,0,4825
2021-06-15,전남,8,8,0,1564
2021-06-15,전북,2,2,0,2300
2021-06-15,충남,8,7,1,3669
2021-06-15,충북,17,17,0,3179
2021-06-15,강원,7,7,0,3377
2021-06-15,경기,190,184,6,41730
2021-06-15,세종,4,4,0,517
2021-06-15,울산,7,6,1,2689
2021-06-15,대전,29,28,1,2393
2021-06-15,광주,1,1,0,2873
2021-06-15,인천,12,11,1,6470
2021-06-15,대구,16,16,0,10470
2021-06-15,부산,16,13,3,5968
2021-06-15,서울,201,199,2,46932
2021-06-15,합계,545,522,23,149191
2021-06-14,검역,9,0,9,3964
2021-06-14,제주,6,6,0,1198
2021-06-14,경남,3,3,0,5049
2021-06-14,경북,5,2,3,4822
2021-06-14,전남,3,3,0,1556
2021-06-14,전북,4,4,0,2298
2021-06-14,충남,7,6,1,3661
2021-06-14,충북,14,14,0,3162
2021-06-14,강원,3,2,1,3370
2021-06-14,경기,120,118,2,41540
2021-06-14,세종,8,7,1,513
2021-06-14,울산,4,4,0,2682
2021-06-14,대전,15,14,1,2364
2021-06-14,광주,4,3,1,2872
2021-06-14,인천,12,11,1,6458
2021-06-14,대구,16,16,0,10454
2021-06-14,부산,9,6,3,5952
2021-06-14,서울,131,127,4,46731
2021-06-14,합계,373,346,27,148646
2021-06-13,검역,16,0,16,3955
2021-06-13,제주,9,9,0,1192
2021-06-13,경남,13,13,0,5046
2021-06-13,경북,4,4,0,4817
2021-06-13,전남,4,4,0,1553
2021-06-13,전북,2,2,0,2294
2021-06-13,충남,7,7,0,3654
2021-06-13,충북,23,23,0,3148
2021-06-13,강원,11,10,1,3367
2021-06-13,경기,122,113,9,41420
2021-06-13,세종,1,0,1,505
2021-06-13,울산,0,0,0,2678
2021-06-13,대전,10,10,0,2349
2021-06-13,광주,4,3,1,2868
2021-06-13,인천,14,13,1,6446
2021-06-13,대구,20,19,1,10438
2021-06-13,부산,17,10,7,5943
2021-06-13,서울,120,118,2,46598
2021-06-13,합계,397,358,39,148271
2021-06-12,검역,17,0,17,3939
2021-06-12,제주,5,5,0,1183
2021-06-12,경남,8,7,1,5033
2021-06-12,경북,7,7,0,4813
2021-06-12,전남,3,3,0,1549
2021-06-12,전북,1,1,0,2292
2021-06-12,충남,10,8,2,3647
2021-06-12,충북,6,6,0,3125
2021-06-12,강원,10,10,0,3356
2021-06-12,경기,149,142,7,41298
2021-06-12,세종,1,1,0,504
2021-06-12,울산,2,2,0,2678
2021-06-12,대전,11,11,0,2339
2021-06-12,광주,3,2,1,2864
2021-06-12,인천,15,13,2,6432
2021-06-12,대구,15,14,1,10418
2021-06-12,부산,13,13,0,5926
2021-06-12,서울,174,172,2,46476
2021-06-12,합계,450,417,33,147872
2021-06-11,검역,9,0,9,3922
2021-06-11,제주,5,5,0,1178
2021-06-11,경남,25,23,2,5025
2021-06-11,경북,5,5,0,4806
2021-06-11,전남,4,4,0,1546
2021-06-11,전북,2,2,0,2291
2021-06-11,충남,5,4,1,3637
2021-06-11,충북,12,12,0,3119
2021-06-11,강원,11,10,1,3346
2021-06-11,경기,174,170,4,41149
2021-06-11,세종,1,0,1,503
2021-06-11,울산,6,6,0,2676
2021-06-11,대전,22,22,0,2328
2021-06-11,광주,7,4,3,2861
2021-06-11,인천,20,19,1,6417
2021-06-11,대구,23,21,2,10403
2021-06-11,부산,26,13,13,5913
2021-06-11,서울,206,203,3,46300
2021-06-11,합계,563,523,40,147420
2021-06-10,검역,4,0,4,3913
2021-06-10,제주,5,5,0,1173
2021-06-10,경남,20,20,0,5000
2021-06-10,경북,6,6,0,4801
2021-06-10,전남,5,5,0,1542
2021-06-10,전북,4,4,0,2289
2021-06-10,충남,5,5,0,3632
2021-06-10,충북,16,16,0,3107
2021-06-10,강원,11,10,1,3335
2021-06-10,경기,173,172,1,40975
2021-06-10,세종,2,1,1,502
2021-06-10,울산,15,15,0,2670
2021-06-10,대전,15,15,0,2306
2021-06-10,광주,1,1,0,2854
2021-06-10,인천,18,17,1,6397
2021-06-10,대구,24,23,1,10380
2021-06-10,부산,28,25,3,5887
2021-06-10,서울,202,199,3,46092
2021-06-10,합계,554,539,15,146855
2021-06-09,검역,8,0,8,3909
2021-06-09,제주,10,10,0,1168
2021-06-09,경남,33,33,0,4980
2021-06-09,경북,11,9,2,4795
2021-06-09,전남,4,4,0,1537
2021-06-09,전북,2,2,0,2285
2021-06-09,충남,7,7,0,3627
2021-06-09,충북,24,24,0,3091
2021-06-09,강원,16,16,0,3324
2021-06-09,경기,180,176,4,40802
2021-06-09,세종,3,3,0,500
2021-06-09,울산,7,7,0,2655
2021-06-09,대전,22,21,1,2291
2021-06-09,광주,4,3,1,2853
2021-06-09,인천,22,22,0,6379
2021-06-09,대구,30,29,1,10356
2021-06-09,부산,15,15,0,5859
2021-06-09,서울,211,211,0,45890
2021-06-09,합계,609,592,17,146301
2021-06-08,검역,5,0,5,3901
2021-06-08,제주,7,6,1,1158
2021-06-08,경남,39,39,0,4947
2021-06-08,경북,13,12,1,4784
2021-06-08,전남,6,6,0,1533
2021-06-08,전북,6,6,0,2283
2021-06-08,충남,5,4,1,3620
2021-06-08,충북,23,23,0,3067
2021-06-08,강원,30,29,1,3308
2021-06-08,경기,161,155,6,40622
2021-06-08,세종,3,3,0,497
2021-06-08,울산,6,6,0,2648
2021-06-08,대전,25,25,0,2269
2021-06-08,광주,7,7,0,2849
2021-06-08,인천,23,21,2,6357
2021-06-08,대구,44,44,0,10326
2021-06-08,부산,16,14,2,5844
2021-06-08,서울,181,179,2,45677
2021-06-08,합계,600,579,21,145690
2021-06-07,검역,8,0,8,3896
2021-06-07,제주,8,7,1,1151
2021-06-07,경남,48,48,0,4908
2021-06-07,경북,7,6,1,4771
2021-06-07,전남,8,8,0,1527
2021-06-07,전북,4,3,1,2277
2021-06-07,충남,4,3,1,3615
2021-06-07,충북,6,6,0,3044
2021-06-07,강원,5,5,0,3278
2021-06-07,경기,130,125,5,40461
2021-06-07,세종,0,0,0,494
2021-06-07,울산,3,3,0,2642
2021-06-07,대전,22,22,0,2244
2021-06-07,광주,1,1,0,2842
2021-06-07,인천,13,11,2,6334
2021-06-07,대구,33,33,0,10282
2021-06-07,부산,15,15,0,5828
2021-06-07,서울,138,138,0,45495
2021-06-07,합계,452,434,18,145089
2021-06-06,검역,10,0,10,3888
2021-06-06,제주,13,13,0,1143
2021-06-06,경남,28,27,1,4860
2021-06-06,경북,9,8,1,4764
2021-06-06,전남,3,3,0,1519
2021-06-06,전북,3,3,0,2273
2021-06-06,충남,9,9,0,3611
2021-06-06,충북,11,10,1,3038
2021-06-06,강원,2,2,0,3273
2021-06-06,경기,151,146,5,40331
2021-06-06,세종,0,0,0,494
2021-06-06,울산,10,10,0,2639
2021-06-06,대전,20,20,0,2222
2021-06-06,광주,4,4,0,2841
2021-06-06,인천,15,15,0,6321
2021-06-06,대구,26,26,0,10249
2021-06-06,부산,12,9,3,5813
2021-06-06,서울,158,148,10,45356
2021-06-06,합계,484,453,31,144635
2021-06-05,검역,5,0,5,3878
2021-06-05,제주,19,17,2,1130
2021-06-05,경남,17,17,0,4832
2021-06-05,경북,10,9,1,4755
2021-06-05,전남,9,9,0,1516
2021-06-05,전북,0,0,0,2270
2021-06-05,충남,13,13,0,3602
2021-06-05,충북,17,17,0,3027
2021-06-05,강원,10,10,0,3271
2021-06-05,경기,160,157,3,40180
2021-06-05,세종,0,0,0,494
2021-06-05,울산,7,7,0,2629
